scenario,time_s,x,bot,area,vttc_s,dlog,corridor,lateral,proximity,urgency,speed,turn,risk,risk_class,command
no_obstacle,8.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,8.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,8.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,9.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,9.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,9.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,9.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,9.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,10.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,10.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,10.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,10.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,10.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,11.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,11.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,11.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,11.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,11.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,12.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,12.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,12.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,12.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,12.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,13.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,13.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,13.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,13.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,13.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,14.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,14.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,14.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,14.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,14.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,15.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,15.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,15.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,15.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,15.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,16.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,16.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,16.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,16.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,16.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,17.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,17.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,17.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,17.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,17.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,18.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,18.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,18.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,18.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,18.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,19.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,19.2,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,19.4,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,19.6,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,19.8,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
no_obstacle,20.0,0.5,0.05,0.0,99.0,0.0,False,0.0,0.0325,0.0,0.8003,0.0,0.1365,LOW,HOLD_COURSE
