scenario,time_s,x,bot,area,vttc_s,corridor,fuzzy_risk,fuzzy_risk_class,fuzzy_command,crisp_risk,crisp_risk_class,crisp_command,same_risk_class,same_command
side_safe_obstacle,10.4,0.1362,0.495,0.0775,9.0,False,0.1605,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,10.6,0.1344,0.4925,0.0763,9.0,False,0.16,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,10.8,0.1325,0.4901,0.075,9.0,False,0.1595,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,11.0,0.1307,0.4876,0.0738,9.0,False,0.159,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,11.2,0.129,0.4853,0.0726,9.0,False,0.1585,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,11.4,0.1272,0.483,0.0715,9.0,False,0.158,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,11.6,0.1255,0.4807,0.0704,9.0,False,0.1576,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,11.8,0.1239,0.4786,0.0693,9.0,False,0.1571,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,12.0,0.1224,0.4765,0.0682,9.0,False,0.1567,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,12.2,0.1209,0.4745,0.0673,9.0,False,0.1563,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,12.4,0.1195,0.4726,0.0663,9.0,False,0.1559,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,12.6,0.1181,0.4708,0.0654,9.0,False,0.1556,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,12.8,0.1169,0.4692,0.0646,9.0,False,0.1552,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,13.0,0.1157,0.4676,0.0638,9.0,False,0.1549,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,13.2,0.1147,0.4662,0.0631,9.0,False,0.1546,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,13.4,0.1137,0.4649,0.0625,9.0,False,0.1544,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,13.6,0.1129,0.4638,0.0619,9.0,False,0.1542,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,13.8,0.1121,0.4628,0.0614,9.0,False,0.154,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,14.0,0.1115,0.462,0.061,9.0,False,0.1538,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,14.2,0.1109,0.4613,0.0606,9.0,False,0.1536,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,14.4,0.1105,0.4607,0.0604,9.0,False,0.1535,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,14.6,0.1102,0.4603,0.0602,9.0,False,0.1535,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,14.8,0.1101,0.4601,0.06,9.0,False,0.1534,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,15.0,0.11,0.46,0.06,9.0,False,0.1534,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,15.2,0.1101,0.4601,0.06,9.0,False,0.1534,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,15.4,0.1102,0.4603,0.0602,9.0,False,0.1535,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,15.6,0.1105,0.4607,0.0604,9.0,False,0.1535,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,15.8,0.1109,0.4613,0.0606,9.0,False,0.1536,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,16.0,0.1115,0.462,0.061,9.0,False,0.1538,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,16.2,0.1121,0.4628,0.0614,9.0,False,0.154,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,16.4,0.1129,0.4638,0.0619,9.0,False,0.1542,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,16.6,0.1137,0.4649,0.0625,9.0,False,0.1544,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,16.8,0.1147,0.4662,0.0631,9.0,False,0.1546,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,17.0,0.1157,0.4676,0.0638,9.0,False,0.1549,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,17.2,0.1169,0.4692,0.0646,9.0,False,0.1552,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,17.4,0.1181,0.4708,0.0654,9.0,False,0.1556,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,17.6,0.1195,0.4726,0.0663,9.0,False,0.1559,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,17.8,0.1209,0.4745,0.0673,9.0,False,0.1563,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,18.0,0.1224,0.4765,0.0682,9.0,False,0.1567,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,18.2,0.1239,0.4786,0.0693,9.0,False,0.1571,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,18.4,0.1255,0.4807,0.0704,9.0,False,0.1576,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,18.6,0.1272,0.483,0.0715,9.0,False,0.158,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,18.8,0.129,0.4853,0.0726,9.0,False,0.1585,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,19.0,0.1307,0.4876,0.0738,9.0,False,0.159,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,19.2,0.1325,0.4901,0.075,9.0,False,0.1595,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,19.4,0.1344,0.4925,0.0763,9.0,False,0.16,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,19.6,0.1362,0.495,0.0775,9.0,False,0.1605,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,19.8,0.1381,0.4975,0.0787,9.0,False,0.1605,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
side_safe_obstacle,20.0,0.14,0.5,0.08,9.0,False,0.1601,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,0.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,0.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,0.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,0.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,0.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,1.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,1.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,1.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,1.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,1.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,2.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,2.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,2.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,2.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,2.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,3.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,3.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,3.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,3.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,3.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,4.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,4.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,4.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,4.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,4.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,5.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,5.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,5.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,5.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,5.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,6.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,6.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,6.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,6.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,6.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,7.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,7.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,7.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,7.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,7.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,8.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,8.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,8.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,8.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,8.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,9.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,9.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,9.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,9.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,9.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,10.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,10.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,10.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,10.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,10.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,11.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,11.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,11.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,11.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,11.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,12.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,12.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,12.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,12.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,12.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,13.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,13.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,13.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,13.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,13.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,14.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,14.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,14.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,14.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,14.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,15.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,15.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,15.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,15.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,15.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,16.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,16.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,16.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,16.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,16.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,17.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,17.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,17.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,17.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,17.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,18.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,18.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,18.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,18.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,18.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,19.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,19.2,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,19.4,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,19.6,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,19.8,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
no_obstacle,20.0,0.5,0.05,0.0,99.0,False,0.1365,LOW,HOLD_COURSE,0.15,LOW,HOLD_COURSE,True,True
